,Spectrogram,Local file path_y,Pitch,Note,Octave
31,"[[-6.7069965e+02 -6.8259283e+02 -7.0657098e+02 ... -7.4859613e+02
  -6.0988208e+02 -5.4211694e+02]
 [ 1.7563947e+02  1.6720059e+02  1.4462811e+02 ...  9.8615776e+01
   1.8454449e+02  1.8311472e+02]
 [ 6.3314785e+01  6.5938477e+01  6.4737862e+01 ...  4.7021423e+01
   4.3200974e+01  3.9559147e+01]
 ...
 [-8.3588976e-01  3.1307989e-01  1.7112484e+00 ...  1.8291435e+00
   1.3067932e+00  8.3525085e-01]
 [-2.1047096e+00 -4.2641830e-01  2.1169415e+00 ...  2.6260223e+00
   7.6665878e-02 -3.6889267e-01]
 [-1.4900131e+00 -5.1792145e-01  1.1706848e+00 ...  1.8126144e+00
   1.2336502e+00  6.1882782e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-C#4-pp-N-N.wav,C#4,C#,4
32,"[[-6.3075415e+02 -6.4331567e+02 -6.6441907e+02 ... -7.3428033e+02
  -6.0271356e+02 -5.4017010e+02]
 [ 1.9458493e+02  1.8554123e+02  1.6739954e+02 ...  9.9143372e+01
   1.9300854e+02  2.0150739e+02]
 [ 5.5897800e+01  5.7640594e+01  5.7850876e+01 ...  4.9745022e+01
   4.8417244e+01  3.5921253e+01]
 ...
 [-5.9388828e-01 -1.2866068e+00  1.7987061e-01 ... -3.4023862e+00
   5.0399971e-01  4.3355751e-01]
 [-2.3678818e+00 -1.4647579e+00  2.9719734e-01 ... -1.2395592e+00
   6.4538765e-01  1.0160980e+00]
 [-3.0869064e+00 -1.1122437e+00  1.3123932e+00 ... -7.8516006e-01
  -6.7396545e-01 -4.4634247e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-D4-pp-N-N.wav,D4,D,4
33,"[[-6.4136115e+02 -6.5022369e+02 -6.7233258e+02 ... -7.3337079e+02
  -6.0970117e+02 -5.5222864e+02]
 [ 1.8488553e+02  1.7668021e+02  1.5526620e+02 ...  8.6840805e+01
   1.8323209e+02  1.9461293e+02]
 [ 6.8021393e+01  6.6984123e+01  6.3504059e+01 ...  3.5264736e+01
   3.9920464e+01  2.8092068e+01]
 ...
 [ 1.5984286e+00 -1.6328704e+00 -1.8919656e+00 ...  8.2746577e-01
   1.0982218e+00  2.0835781e-01]
 [ 7.8018951e-01 -5.5061340e-01 -1.0174561e+00 ... -2.5060387e+00
   6.8603516e-01 -8.2034397e-01]
 [-4.3671417e-01  3.7387848e-01  3.2943726e-02 ... -3.5328102e+00
  -1.0196686e-01  5.0964355e-03]]",Brass/Bass_Tuba/ordinario/BTb-ord-D#4-pp-N-N.wav,D#4,D#,4
34,"[[-6.68166565e+02 -6.77180847e+02 -6.89666992e+02 ... -6.55198792e+02
  -5.44937317e+02 -4.84368408e+02]
 [ 1.78158966e+02  1.69234253e+02  1.50665588e+02 ...  1.64821472e+02
   1.92870117e+02  1.83602661e+02]
 [ 7.16234436e+01  6.45647812e+01  4.96570778e+01 ...  1.73424835e+01
   3.08807182e+01  3.90082474e+01]
 ...
 [ 1.37855506e+00  2.99223542e-01  5.68455935e-01 ...  8.99106979e-01
  -1.91401958e-01  1.29097843e+00]
 [-1.78783417e-01 -3.30589294e-01  6.22200012e-01 ...  2.43708611e-01
  -2.23400879e+00 -1.25452614e+00]
 [ 5.71365356e-01 -4.69474792e-01  1.20521545e-01 ... -9.30313110e-01
  -3.42234039e+00 -3.26473236e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-E4-pp-N-N.wav,E4,E,4
35,"[[-6.2366919e+02 -6.3476215e+02 -6.5130359e+02 ... -6.4162732e+02
  -5.8871246e+02 -5.4876630e+02]
 [ 1.8532988e+02  1.7732481e+02  1.5993402e+02 ...  1.3784822e+02
   1.8371486e+02  1.9010104e+02]
 [ 5.8023220e+01  5.7737415e+01  5.3271713e+01 ...  7.5185890e+00
   2.8486895e+01  3.7809135e+01]
 ...
 [ 1.7466464e+00  1.9322143e+00  1.0581338e+00 ...  1.7867260e+00
  -1.2956569e+00  3.5533381e-01]
 [ 2.2578278e+00  3.2781792e+00  1.8816471e+00 ...  8.9433908e-02
  -1.1359787e+00 -2.1713638e+00]
 [ 1.3173065e+00  1.7184448e+00  4.8970032e-01 ... -2.6498260e+00
  -6.5383911e-01 -1.2692642e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-F4-pp-N-N.wav,F4,F,4
36,"[[-6.7033740e+02 -6.8138574e+02 -6.7560889e+02 ... -6.2873315e+02
  -6.2428082e+02 -6.1704285e+02]
 [ 2.1536526e+02  2.1693201e+02  2.3480560e+02 ...  2.6035046e+02
   2.6022351e+02  2.6148087e+02]
 [ 3.4735508e+01  5.3463078e+01  7.5737564e+01 ...  6.7183441e+01
   6.7180511e+01  6.5119713e+01]
 ...
 [-1.0857773e-01 -3.7311727e-01  1.0304132e+00 ... -2.0497332e+00
  -5.3847980e-01 -2.3278999e+00]
 [ 1.8796921e-01  4.8880005e-01 -8.2188416e-01 ... -1.7465973e-01
  -3.8375854e-01  3.0281067e-02]
 [-1.4910049e+00 -2.5197220e+00  7.0350647e-02 ... -8.2096863e-01
  -2.6780701e-01  4.8992920e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-F#1-mf-N-T18u.wav,F#1,F#,1
37,"[[-7.0350922e+02 -6.8150159e+02 -6.4677209e+02 ... -6.3819470e+02
  -6.3914734e+02 -6.3864148e+02]
 [ 2.1431520e+02  2.3311681e+02  2.5800192e+02 ...  2.5658255e+02
   2.5686743e+02  2.5359311e+02]
 [ 6.4977089e+01  7.2517456e+01  7.0244621e+01 ...  6.9675980e+01
   7.4947571e+01  8.2351852e+01]
 ...
 [ 3.6428175e+00  1.8720961e-01 -2.6097107e+00 ...  1.0285797e+00
  -1.5201979e+00 -1.3678617e+00]
 [ 1.2450809e+00 -5.3468704e-01  1.0290375e+00 ... -1.2471123e+00
  -1.6053543e+00 -1.0086365e+00]
 [-3.0063782e+00 -1.9019165e+00 -1.5456543e+00 ... -3.0742798e+00
   1.0290527e-01  2.8278198e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-G1-mf-N-N.wav,G1,G,1
38,"[[-8.2025195e+02 -7.4147845e+02 -6.9587982e+02 ... -6.4837756e+02
  -6.4722430e+02 -6.4669495e+02]
 [ 1.0090342e+02  1.7600885e+02  2.1936581e+02 ...  2.5236801e+02
   2.5416028e+02  2.5556247e+02]
 [ 5.7143051e+01  7.2850792e+01  8.6741623e+01 ...  9.0326553e+01
   9.1762573e+01  8.9952423e+01]
 ...
 [-1.3395720e+00  4.9512100e-01  1.9968653e+00 ... -2.9952965e+00
  -3.3095121e+00 -2.5070276e+00]
 [-2.5967045e+00 -4.2296600e-01  2.1084213e-01 ... -1.3498611e+00
  -4.2988205e-01  7.9034042e-01]
 [-3.6164627e+00 -1.3730545e+00 -2.6920090e+00 ...  1.8452759e+00
   1.0633698e+00  3.4408569e-02]]",Brass/Bass_Tuba/ordinario/BTb-ord-G#1-mf-N-T18u.wav,G#1,G#,1
39,"[[-6.7317279e+02 -6.6074323e+02 -6.3197333e+02 ... -6.1765228e+02
  -6.0911047e+02 -6.0270599e+02]
 [ 2.0993246e+02  2.3613226e+02  2.6231427e+02 ...  2.5666006e+02
   2.5811322e+02  2.6045245e+02]
 [ 5.2376938e+01  7.1628357e+01  7.5043953e+01 ...  6.2362106e+01
   6.1269485e+01  5.7651836e+01]
 ...
 [-2.4517429e+00 -5.0623894e-02  3.5252078e+00 ...  3.1456332e+00
   1.1278517e+00 -5.0746918e-02]
 [-2.8993092e+00 -5.0853348e-01 -6.3247681e-02 ...  2.6261292e+00
   2.3816032e+00  3.9672852e-02]
 [ 2.3342819e+00  1.3668289e+00 -2.1277313e+00 ... -1.4614334e+00
  -1.4704437e+00  1.2736053e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-A1-mf-N-T33u.wav,A1,A,1
40,"[[-6.8496838e+02 -6.7221136e+02 -6.2383167e+02 ... -6.0644336e+02
  -5.9156842e+02 -5.6742340e+02]
 [ 2.2062054e+02  2.3168530e+02  2.5823682e+02 ...  2.7831555e+02
   2.6839139e+02  2.5214499e+02]
 [ 6.3410629e+01  6.7866493e+01  5.8251991e+01 ...  6.8188309e+01
   6.6216057e+01  6.0668945e+01]
 ...
 [-8.9572144e-01 -7.5477958e-01  9.1493201e-01 ... -5.5782342e+00
  -2.9296098e+00 -1.8994322e+00]
 [-3.3558083e-01 -3.2440186e-02 -1.0278912e+00 ... -3.5416145e+00
  -3.2368374e+00 -2.4142647e+00]
 [-3.9897919e-01 -5.1696777e-02 -7.5859070e-01 ... -1.7940521e+00
  -1.9981689e+00 -3.2658920e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-A#1-mf-N-N.wav,A#1,A#,1
41,"[[-6.7265405e+02 -6.3722174e+02 -5.9934186e+02 ... -5.9571295e+02
  -5.9013611e+02 -5.8597742e+02]
 [ 2.0760187e+02  2.4764590e+02  2.7109317e+02 ...  2.8129248e+02
   2.8419089e+02  2.8466934e+02]
 [ 6.1762993e+01  6.5723129e+01  5.6398769e+01 ...  6.2657349e+01
   6.0564285e+01  6.1577866e+01]
 ...
 [-2.3742976e+00  7.4109149e-01  1.4383090e+00 ...  1.4621722e+00
   5.9603816e-01 -1.4943169e+00]
 [-2.6386127e+00 -1.9746265e+00 -3.7712097e-02 ...  1.7595272e+00
   1.1090393e+00  1.8697929e-01]
 [ 3.2053604e+00  2.6898117e+00 -3.7103271e-01 ...  1.4045410e+00
   1.6217346e+00  3.3709717e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-B1-mf-N-T16u.wav,B1,B,1
42,"[[-6.8119855e+02 -6.5776294e+02 -6.0766730e+02 ... -5.7639685e+02
  -5.6059125e+02 -5.4043457e+02]
 [ 2.1186908e+02  2.3364694e+02  2.6372650e+02 ...  2.7818466e+02
   2.7758173e+02  2.7242206e+02]
 [ 7.0095093e+01  7.2249352e+01  6.3495651e+01 ...  4.8103661e+01
   5.3156555e+01  6.1274979e+01]
 ...
 [ 1.4828281e+00  3.6485028e-01  8.3272505e-01 ...  4.2234206e-01
  -1.0700068e+00  7.5178468e-01]
 [ 1.4658394e+00 -8.1781006e-01 -1.0007038e+00 ...  2.2167397e+00
   3.5940723e+00  3.8178864e+00]
 [ 2.2266083e+00  1.1343155e+00  1.0473633e-01 ... -3.0300903e+00
  -1.3099365e+00  7.9032898e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-C2-mf-N-T23u.wav,C2,C,2
43,"[[-6.4746106e+02 -6.1061871e+02 -5.8207031e+02 ... -5.7262512e+02
  -5.2927545e+02 -4.9003320e+02]
 [ 2.2108597e+02  2.5473959e+02  2.7249036e+02 ...  2.6917065e+02
   2.6375525e+02  2.4572430e+02]
 [ 6.3606293e+01  6.6678207e+01  6.1266312e+01 ...  5.2207260e+01
   5.0887600e+01  5.5528179e+01]
 ...
 [-5.3275948e+00 -1.9881823e+00 -5.7264495e-01 ... -1.3718741e+00
  -7.6949406e-01 -1.1836176e+00]
 [-4.9409866e-02 -7.8606415e-01  8.1184769e-01 ... -2.5776749e+00
  -3.8461304e-01  8.7947464e-01]
 [ 2.8951263e-01 -4.4103241e-01 -3.1637573e-01 ...  4.1887817e+00
   4.6160889e-01  5.9867096e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-C#2-mf-N-N.wav,C#2,C#,2
44,"[[-6.6780646e+02 -6.6336536e+02 -6.3479034e+02 ... -5.8395312e+02
  -5.4746893e+02 -5.0951254e+02]
 [ 1.9686661e+02  2.1067743e+02  2.4246063e+02 ...  2.6357257e+02
   2.6697260e+02  2.5893982e+02]
 [ 4.0245514e+01  5.7988892e+01  7.0021408e+01 ...  5.6099510e+01
   5.1674164e+01  4.1363426e+01]
 ...
 [ 1.7356234e+00 -4.7813940e-01  1.6000196e+00 ...  1.5787003e+00
   1.7678690e+00  3.0302629e+00]
 [ 2.9334068e-01  2.1968842e-02 -7.3627090e-01 ...  2.5706730e+00
   1.3100014e+00  1.7179585e+00]
 [ 5.8177948e-01  1.4984818e+00 -1.1986465e+00 ... -9.9577332e-01
  -4.9320984e-01  9.9787903e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-D2-mf-N-T15u.wav,D2,D,2
45,"[[-6.6835895e+02 -6.1390729e+02 -5.6963904e+02 ... -5.8528906e+02
  -5.6762354e+02 -5.5404352e+02]
 [ 2.1552643e+02  2.5555814e+02  2.7237082e+02 ...  2.6295554e+02
   2.7908563e+02  2.7875571e+02]
 [ 7.2677879e+01  6.6474762e+01  4.8314171e+01 ...  4.7420815e+01
   5.4295753e+01  6.0162052e+01]
 ...
 [-2.4790471e+00  6.1401486e-01 -1.4446142e+00 ...  6.0287738e+00
   2.8278553e+00  3.9765124e+00]
 [-1.3398972e+00  3.4121666e+00  1.1614132e+00 ...  1.5102406e+00
  -2.7706337e-01  3.5783768e-01]
 [-1.7351761e+00 -2.7159729e+00 -7.7252197e-01 ...  2.4474792e+00
   2.6197052e+00  2.7001648e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-D#2-mf-N-T34u.wav,D#2,D#,2
46,"[[-6.4536743e+02 -6.0767163e+02 -5.7681921e+02 ... -5.8937152e+02
  -5.0185577e+02 -4.4990350e+02]
 [ 2.3048468e+02  2.5763428e+02  2.6824628e+02 ...  2.6365488e+02
   2.2860185e+02  2.0512045e+02]
 [ 6.0390530e+01  5.8281815e+01  4.8216583e+01 ...  4.8477242e+01
   4.8629463e+01  4.2310753e+01]
 ...
 [ 3.3983088e-01  7.1633315e-01  1.9639585e+00 ... -3.5096920e+00
  -7.1964741e-01 -1.6277504e+00]
 [ 3.2813148e+00  3.7396240e+00  4.9278011e+00 ... -1.8904896e+00
  -7.6009178e-01  7.2330475e-02]
 [-1.1709595e-01 -9.7930908e-02  8.8215637e-01 ... -5.3765869e+00
  -8.9964294e-01  7.2322845e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-E2-mf-N-T27u.wav,E2,E,2
47,"[[-6.6382910e+02 -6.3539240e+02 -6.2253906e+02 ... -5.8260632e+02
  -5.3870782e+02 -5.0092804e+02]
 [ 2.0806987e+02  2.3023007e+02  2.4192006e+02 ...  2.4370207e+02
   2.5772986e+02  2.5783823e+02]
 [ 5.8282684e+01  5.7927692e+01  5.9633926e+01 ...  3.4405571e+01
   3.8500374e+01  3.2053234e+01]
 ...
 [-9.1391516e-01 -9.1118050e-01  1.1386871e-03 ... -3.3558381e+00
  -1.8531723e+00 -1.1143799e+00]
 [ 2.9719238e+00  8.0315018e-01 -2.8683281e-01 ...  1.4857349e+00
  -8.6352158e-01 -1.4302530e+00]
 [ 4.4395599e+00  3.0109787e+00  1.4468536e+00 ...  7.2512817e-01
  -2.4208069e-01  1.0120239e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-F2-mf-N-T24u.wav,F2,F,2
48,"[[-6.8157526e+02 -6.5743280e+02 -6.3420068e+02 ... -6.4998138e+02
  -6.2392822e+02 -6.0629901e+02]
 [ 2.1584750e+02  2.2444321e+02  2.3273427e+02 ...  2.2978790e+02
   2.5289278e+02  2.6094943e+02]
 [ 7.0643173e+01  6.1537666e+01  5.2649452e+01 ...  7.2024765e+01
   8.1976524e+01  8.5129120e+01]
 ...
 [ 6.2539291e-01  1.7360735e+00  7.1597672e-01 ... -9.5897901e-01
  -1.5092802e-01  1.3792696e+00]
 [ 1.7565346e+00  4.3951797e-01 -7.2706795e-01 ... -2.6779633e+00
  -2.5480499e+00 -4.0077782e+00]
 [ 2.3246765e-02  1.8750076e+00 -1.5998840e-01 ...  3.4410706e+00
   6.3764954e-01 -1.0019836e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-F#2-mf-N-T19u.wav,F#2,F#,2
49,"[[-6.6128406e+02 -6.2384644e+02 -5.9856311e+02 ... -5.6349780e+02
  -4.7225565e+02 -4.1945795e+02]
 [ 1.9788287e+02  2.2642004e+02  2.4509740e+02 ...  2.4260005e+02
   2.2355426e+02  2.0182529e+02]
 [ 6.6996422e+01  6.3144539e+01  5.7447800e+01 ...  2.6344667e+01
   4.0847813e+01  3.7961632e+01]
 ...
 [-8.9858866e-01 -7.5063479e-01 -1.2143874e-01 ... -1.4027767e+00
   8.2869101e-01  9.2726898e-01]
 [ 3.6171093e+00  1.7501698e+00  5.6527710e-01 ...  9.9283981e-01
  -6.6225815e-01 -8.1272316e-01]
 [ 7.5407410e-01 -5.0393677e-01  1.2954712e-02 ...  1.4020081e+00
  -4.0744781e-01 -4.6940613e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-G2-mf-N-T15u.wav,G2,G,2
50,"[[-6.5608606e+02 -6.5079694e+02 -6.4397382e+02 ... -6.3345337e+02
  -4.9874747e+02 -4.3695822e+02]
 [ 2.0509512e+02  2.1486407e+02  2.2409740e+02 ...  2.3098210e+02
   1.9734659e+02  1.7984277e+02]
 [ 4.0957466e+01  4.5727943e+01  5.0852711e+01 ...  5.2217861e+01
   3.5394691e+01  2.6668476e+01]
 ...
 [ 1.8049871e+00  1.3648000e+00  7.0449066e-01 ... -5.0288177e-01
   7.6030254e-01  1.4990540e+00]
 [-1.8534489e+00 -2.7151756e+00  7.4905396e-02 ... -3.3784180e+00
  -1.0890770e-01  8.2879734e-01]
 [-2.7570877e+00 -1.7723160e+00 -2.0030975e+00 ...  1.5842743e+00
  -4.8429108e-01  1.7440033e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-G#2-mf-N-T26u.wav,G#2,G#,2
51,"[[-6.5598743e+02 -6.1899353e+02 -6.0223212e+02 ... -5.7699384e+02
  -5.4116656e+02 -5.1690784e+02]
 [ 2.1301558e+02  2.3627708e+02  2.5020818e+02 ...  2.4114001e+02
   2.6569025e+02  2.6609158e+02]
 [ 6.2138977e+01  5.1585823e+01  4.9608818e+01 ...  2.3333384e+01
   3.7764038e+01  4.9506744e+01]
 ...
 [ 1.1379805e+00  1.0335827e-01 -1.0220277e+00 ...  8.5532141e-01
  -2.6538944e-01 -2.0258012e+00]
 [ 4.9591446e-01  3.1465530e-02  7.6977921e-01 ...  2.0368156e+00
  -1.0249710e+00  5.8654976e-01]
 [ 2.4952698e-01  6.7152405e-01  8.6683655e-01 ...  1.3607788e+00
  -1.1359100e+00 -1.8339539e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-A2-mf-N-T29u.wav,A2,A,2
52,"[[-6.5301215e+02 -6.2790887e+02 -6.1171198e+02 ... -5.8510083e+02
  -5.5231433e+02 -5.3289911e+02]
 [ 2.0836530e+02  2.3031146e+02  2.4287601e+02 ...  2.3109390e+02
   2.5932306e+02  2.6065619e+02]
 [ 7.1400803e+01  7.2734863e+01  7.1636581e+01 ...  3.6981941e+01
   5.8468391e+01  7.3319138e+01]
 ...
 [-1.9402032e+00 -1.6632221e+00 -2.0867474e+00 ... -1.7712951e+00
  -1.0852872e+00  2.1200705e-01]
 [-1.3615456e+00 -7.5705719e-01  3.1492996e-01 ... -4.6616573e+00
  -2.2957268e+00 -2.1573143e+00]
 [ 9.1911316e-02 -9.0592957e-01 -8.0564117e-01 ...  5.6333160e-01
  -1.2229614e+00 -1.5076447e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-A#2-mf-N-T29u.wav,A#2,A#,2
53,"[[-6.40326355e+02 -6.27644348e+02 -6.19298584e+02 ... -6.21068726e+02
  -5.82846130e+02 -5.53054138e+02]
 [ 2.14934341e+02  2.28532715e+02  2.38233063e+02 ...  2.17534576e+02
   2.48508240e+02  2.55389923e+02]
 [ 7.08360291e+01  7.22561646e+01  7.14692688e+01 ...  5.00596352e+01
   6.93497467e+01  6.98208618e+01]
 ...
 [-2.55630493e-01  5.20056009e-01  2.22473478e+00 ...  3.27840060e-01
   1.38643932e+00  1.11921501e+00]
 [ 7.36770630e-02  1.19160461e+00  2.27168655e+00 ... -4.38092804e+00
  -1.78927994e+00 -3.04995346e+00]
 [ 5.61843872e-01  1.25133514e+00  3.04467773e+00 ... -4.58484650e+00
   1.10961914e-01 -1.17383575e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-B2-mf-N-T17u.wav,B2,B,2
54,"[[-6.4080780e+02 -6.1304712e+02 -5.9483282e+02 ... -6.1822644e+02
  -5.7915387e+02 -5.5504401e+02]
 [ 2.2162277e+02  2.3485126e+02  2.4189130e+02 ...  2.1434161e+02
   2.5653796e+02  2.7079840e+02]
 [ 7.6444992e+01  6.2051834e+01  5.0271557e+01 ...  4.2726791e+01
   6.7881668e+01  7.2753922e+01]
 ...
 [-1.0050738e-01 -1.2418820e+00  1.3196733e+00 ... -3.1372061e+00
  -1.0047150e-01  7.1664715e-01]
 [-3.3223877e+00 -2.3511887e-02  1.0139732e+00 ...  2.4588737e+00
   2.9852905e+00  7.7629852e-01]
 [-5.1801300e-01  1.9360580e+00  1.3020630e+00 ... -5.5950928e-01
  -3.5434265e+00 -2.3452454e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-C3-mf-N-T28u.wav,C3,C,3
55,"[[-6.4828442e+02 -6.2754846e+02 -6.1927881e+02 ... -6.2660693e+02
  -5.8855316e+02 -5.7188696e+02]
 [ 1.9822206e+02  2.1762138e+02  2.2737927e+02 ...  1.9839180e+02
   2.4488112e+02  2.6395264e+02]
 [ 7.7677605e+01  7.7508072e+01  8.0171829e+01 ...  5.3661251e+01
   8.2842865e+01  8.8527786e+01]
 ...
 [ 1.3515506e+00  1.4354653e+00  8.0832148e-01 ... -1.8617582e-01
  -1.1266971e-01 -7.5868332e-01]
 [-6.2873840e-01 -2.3585892e-01  1.7102051e-01 ... -5.8465958e-01
   1.4738083e-01  4.0203629e+00]
 [-9.1918945e-01 -9.6817017e-01  3.5617828e-01 ... -1.1764221e+00
   1.7895508e-01  2.5583038e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-C#3-mf-N-T25u.wav,C#3,C#,3
56,"[[-6.5174219e+02 -6.4659802e+02 -6.3424731e+02 ... -5.8233331e+02
  -5.3664319e+02 -5.1269641e+02]
 [ 1.7384164e+02  1.8141588e+02  1.8707980e+02 ...  2.1162682e+02
   2.5961078e+02  2.7102823e+02]
 [ 7.1744873e+01  7.6928802e+01  6.6035873e+01 ...  4.3221664e+01
   6.9742668e+01  7.5994949e+01]
 ...
 [-4.5573187e-01  3.8902521e-02  2.3805153e-01 ...  1.4294071e+00
  -1.7147038e+00 -2.1835732e+00]
 [-1.0275230e+00  5.8518219e-01  3.4751511e-01 ...  1.8967800e+00
   1.1260986e-01  7.3169327e-01]
 [-7.4423218e-01  2.5784302e-01  2.0503998e-01 ...  7.2688293e-01
   9.4361877e-01 -7.8677368e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-D3-mf-N-T16u.wav,D3,D,3
57,"[[-6.3865015e+02 -6.1006757e+02 -6.0558923e+02 ... -6.1887372e+02
  -4.7171780e+02 -4.0493298e+02]
 [ 1.9866190e+02  2.2157397e+02  2.2672675e+02 ...  1.9456259e+02
   2.0249924e+02  1.9099269e+02]
 [ 7.9942688e+01  7.3576279e+01  7.4291496e+01 ...  4.6917007e+01
   1.8738083e+01  1.2483814e+01]
 ...
 [-3.0343823e+00 -2.0418544e+00 -2.1694279e-01 ... -6.4247131e-02
  -1.7539406e-01 -9.3455696e-01]
 [ 1.5988884e+00  1.8622589e-01  2.1611557e+00 ... -4.9072666e+00
   9.3132591e-01  1.8855286e-01]
 [ 3.7511520e+00  1.2847061e+00  2.5806961e+00 ... -2.0785294e+00
   1.4347916e+00  5.9127808e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-D#3-mf-N-T25u.wav,D#3,D#,3
58,"[[-5.7498242e+02 -5.5427423e+02 -5.5073065e+02 ... -5.7018011e+02
  -5.1834924e+02 -4.8515732e+02]
 [ 2.1352994e+02  2.1763634e+02  2.1336563e+02 ...  1.9252026e+02
   2.3565161e+02  2.4804716e+02]
 [ 7.3089645e+01  5.4819588e+01  4.5186066e+01 ...  3.7081596e+01
   5.0100822e+01  4.7175339e+01]
 ...
 [-3.8512194e+00 -3.2895565e-01  7.7464104e-01 ... -3.9088430e+00
  -2.5555587e-01  1.7033794e+00]
 [-1.0460052e+00  1.2660389e+00  6.1063766e-02 ... -3.8586140e+00
   1.4222107e+00  1.5901299e+00]
 [ 2.0560989e+00  1.7752075e+00  8.0323029e-01 ... -1.7339096e+00
   1.0687485e+00  7.2509766e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-E3-mf-N-T23u.wav,E3,E,3
59,"[[-5.8231293e+02 -5.6677637e+02 -5.6943811e+02 ... -5.9239319e+02
  -5.2180371e+02 -4.7833240e+02]
 [ 2.2794928e+02  2.3663156e+02  2.2551932e+02 ...  1.9126025e+02
   2.4734476e+02  2.5374586e+02]
 [ 6.7503525e+01  5.8091560e+01  4.7421585e+01 ...  2.2979702e+01
   4.5366875e+01  4.1697327e+01]
 ...
 [-2.3865223e+00 -1.5642161e+00 -1.6761274e+00 ... -3.2376375e+00
  -2.7607598e+00 -2.5845242e+00]
 [ 1.8347549e-01  5.4496193e-01  9.1341209e-01 ...  2.5878716e-01
  -1.5877934e+00 -3.2993565e+00]
 [ 2.0450058e+00  3.5763550e-01 -2.0645065e+00 ... -6.3359833e-01
  -9.5172882e-01 -7.5994873e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-F3-mf-N-N.wav,F3,F,3
60,"[[-6.43734070e+02 -6.23525330e+02 -6.24726868e+02 ... -6.41042419e+02
  -4.52408844e+02 -3.81967896e+02]
 [ 1.95094849e+02  2.10179443e+02  2.08934784e+02 ...  1.80274033e+02
   1.94333221e+02  1.86110443e+02]
 [ 7.18042297e+01  6.76476593e+01  6.65407715e+01 ...  4.94474792e+01
   2.74504547e+01  2.35902233e+01]
 ...
 [ 7.78497100e-01  4.72321749e-01 -4.00737286e-01 ...  1.64041519e-01
   2.61681557e-01  2.54759789e-01]
 [-3.02104950e-01 -2.77595520e-02 -1.07357025e-01 ... -1.20343208e+00
   1.25117111e+00  7.46126175e-01]
 [-1.42032623e+00 -7.58422852e-01 -3.61717224e-01 ... -1.39375305e+00
   9.89288330e-01  4.55345154e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-F#3-mf-N-N.wav,F#3,F#,3
61,"[[-6.5942480e+02 -6.5043286e+02 -6.4353131e+02 ... -6.1601965e+02
  -5.5547986e+02 -5.2589105e+02]
 [ 1.5653207e+02  1.6075069e+02  1.6291260e+02 ...  1.6645839e+02
   2.3267236e+02  2.5270474e+02]
 [ 5.9158028e+01  5.1180717e+01  4.7124012e+01 ...  2.5807177e+01
   5.1373520e+01  5.7756992e+01]
 ...
 [-6.4375293e-01 -1.3194103e+00  1.4872069e+00 ...  4.2358379e+00
   2.7800856e+00  8.4489059e-01]
 [ 2.2116375e+00  1.8657684e-01  2.1557236e-01 ...  2.2463360e+00
   9.5366096e-01  2.7793198e+00]
 [-1.3590927e+00 -1.7864227e+00 -3.4038162e+00 ... -2.3980713e-01
   8.3240509e-01  7.0746613e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-G3-mf-N-T14u.wav,G3,G,3
